"number","fleet","headway.min","planned.buses","headway","ewt.v","simulation.fitness","ewt.a","headway.max","buses","headway.observed","hcv","line"
1,50,180,43,907.250523463869,2553.18832224098,-255.191514190252,87.4285016545869,1200,16,941.939227328379,0.448522083118383,"T31s"
2,50,180,43,1156.36948687846,2521.59601346157,-252.223019123218,92.1479586197331,1200,40,1199.74252790894,0.370216665375919,"T31s"
3,50,180,43,319.164842248764,2327.95668574733,-232.315036073402,62.4261953166427,1200,15,330.60405891672,0.651884390730509,"T31s"
4,50,180,43,821.952810327012,2524.31085678319,-252.295362923595,80.2509782161179,1200,36,848.500972690246,0.451538700262906,"T31s"
5,50,180,43,278.714654967423,2786.14385012512,-278.173687933286,61.7874069073075,1200,45,290.719192770954,0.689134585155149,"T31s"
6,50,180,43,587.160551223263,3178.18395248034,-317.620992339901,74.3958667421552,1200,48,609.079976622969,0.525121859950448,"T31s"
7,50,180,43,706.678233579259,4740.93314792027,-473.883949076424,93.8120436588429,1200,24,729.373669694285,0.534564477106578,"T31s"
8,50,180,43,765.026428872955,2893.06939322879,-288.952681055013,81.4005760185375,1200,1,788.859954921772,0.468237879906574,"T31s"
9,50,180,43,573.629705337992,3582.21261147756,-357.913854371107,81.9021716681873,1200,19,592.458855622361,0.574439398153134,"T31s"
10,50,180,43,409.890707620146,3969.02663189206,-396.53424616881,77.5961021704304,1200,37,422.990510119332,0.633253664104921,"T31s"
11,50,180,43,587.882617463387,2749.3370350913,-274.866796144966,76.7694207127578,1200,50,609.530313544182,0.548379386116434,"T31s"
12,50,180,43,649.39121592074,2464.54004707227,-246.221156957497,76.673342066151,1200,44,671.343205819021,0.519859640142615,"T31s"
13,50,180,43,189.131850937315,54061.3944907549,-5405.68271515549,122.650764612411,1200,44,205.414381861081,0.868497650277764,"T31s"
14,50,180,43,471.114652199889,4079.23043564313,-407.586237456696,77.3476808904861,1200,31,487.2318973687,0.610334736505169,"T31s"
15,50,180,43,930.388327872144,3966.37282399102,-396.575084059392,96.6515790591052,1200,35,963.058680433253,0.462496509855747,"T31s"
16,50,180,43,688.509010459479,3646.53111269002,-364.433223158541,83.1045055670361,1200,27,711.826626390377,0.498746909789143,"T31s"
17,50,180,43,1118.42680904138,5096.77100148622,-509.682370757037,100.586968071593,1200,17,1159.61913423479,0.397660266193305,"T31s"
18,50,180,43,604.03685409093,3306.9609424944,-330.368736915698,78.6044252034083,1200,13,623.651923306872,0.533880196493791,"T31s"
19,50,180,43,510.170105281776,2354.99015355338,-235.180693202192,69.2564687168629,1200,36,528.4262342838,0.544985659900461,"T31s"
20,50,180,43,478.951017751207,3229.73717905401,-322.609293608686,72.5379449956848,1200,19,498.86635677658,0.586022397257245,"T31s"
21,50,180,43,228.095256811652,14543.4917380821,-1453.87308443625,96.9527720225061,1200,22,243.167884656237,0.777315201353971,"T31s"
22,50,180,43,365.712310803612,2241.70453553699,-223.6307749577,61.3314410159664,1200,5,377.220238022337,0.618962992662131,"T31s"
23,50,180,43,991.532869302217,2143.33904579499,-214.315604907148,85.305443910139,1200,46,1027.93996069485,0.387335272716626,"T31s"
24,50,180,43,1073.84059346111,3967.26262074824,-396.605299148976,96.9268606648002,1200,5,1104.38792547353,0.410011310344366,"T31s"
25,50,180,43,688.199465319902,4361.68512803082,-436.157540300412,82.2006888837643,1200,50,709.007435942296,0.504464230296162,"T31s"
26,50,180,43,610.231485099641,4082.7208117363,-408.013862300096,77.7741313669968,1200,44,627.971623016503,0.517606062097738,"T31s"
27,50,180,43,751.379662599112,2586.19539283087,-258.412357579893,73.6597121621969,1200,21,775.763500981423,0.446010041445462,"T31s"
28,50,180,43,938.446114850851,2881.48522064051,-288.074980254074,85.4147112454762,1200,28,969.62454458113,0.41991411889449,"T31s"
29,50,180,43,1077.36290095803,2886.60279957012,-288.635674346034,85.8950156656861,1200,18,1111.76863834993,0.379682334120349,"T31s"
30,50,180,43,1160.10981224875,2681.63147419379,-268.179069862402,91.5685340869127,1200,16,1200.63197178333,0.372706290264581,"T31s"
31,50,180,43,765.026428872955,3728.30267919059,-372.619995581292,89.5809914705546,1200,16,793.361429595783,0.485791123341701,"T31s"
32,50,180,43,228.095256811652,3008.57571562053,-300.367518774849,63.7473042951284,1200,22,241.092685027058,0.760572998007055,"T31s"
33,50,180,43,821.952810327012,1572.85154800634,-157.124892103828,73.0420756218553,1200,24,845.879413003664,0.409499990051116,"T31s"
34,50,180,43,1073.84059346111,2621.63304770705,-262.036356441787,86.6166605860165,1200,5,1110.57121364518,0.34815232986946,"T31s"
35,50,180,43,573.629705337992,3587.41198813109,-358.464732902648,77.8276972398946,1200,37,593.843817890159,0.546973322415575,"T31s"
36,50,180,43,365.712310803612,3717.73219325424,-371.34133576215,69.8729530460876,1200,19,378.329322501506,0.629354416258262,"T31s"
37,50,180,43,365.712310803612,3680.752065639,-367.626388495443,71.9338682751797,1200,15,380.006661553591,0.647732931353717,"T31s"
38,50,180,43,1118.42680904138,6282.52279621992,-628.259321744824,109.581219172569,1200,17,1153.85644728137,0.418707753593148,"T31s"
39,50,180,43,706.678233579259,4073.60873609762,-407.113037772623,92.1182420178477,1200,15,729.534223176999,0.534229518590822,"T31s"
40,50,180,43,907.250523463869,2638.59919169009,-263.582276197304,80.2337098838463,1200,1,930.537638114496,0.404882258873019,"T31s"
41,50,180,43,409.890707620146,1723.24189720316,-171.808541842883,59.4433453464088,1200,5,423.989186132057,0.590452371085603,"T31s"
42,50,180,43,319.164842248764,2936.83486728542,-293.118239243053,61.0316371951172,1200,5,330.05850855085,0.641695381902746,"T31s"
43,50,180,43,765.026428872955,2119.92256873056,-211.681653168124,76.6848434917527,1200,5,785.828361828513,0.45495669622534,"T31s"
44,50,180,43,907.250523463869,2276.1778201277,-227.47349606607,80.9490439064224,1200,15,931.926071420098,0.416418799561566,"T31s"
45,50,180,43,365.712310803612,2741.11345916391,-273.660677572936,64.2332737121697,1200,16,378.202552027429,0.608434503510492,"T31s"
46,50,180,43,365.712310803612,3987.07023981397,-398.313823501487,73.9076878045643,1200,44,377.486003784394,0.654122962558765,"T31s"
47,50,180,43,649.39121592074,1557.94662403974,-155.551985280758,66.9019413410026,1200,44,668.716085429196,0.469590890387736,"T31s"
48,50,180,43,319.164842248764,2760.19869200704,-275.560830991467,63.2318811534485,1200,19,329.347995372316,0.668070316643867,"T31s"
49,50,180,43,510.170105281776,2459.35527247929,-245.611428949725,70.4257474370062,1200,28,530.010872360899,0.550275227099211,"T31s"
50,50,180,43,649.39121592074,5922.78737443571,-592.059820304186,97.8107264784696,1200,44,673.917250463155,0.573566356474011,"T31s"
51,50,180,43,510.170105281776,3644.60358962943,-364.144627818947,74.2173662391268,1200,36,527.00109955786,0.562742571772219,"T31s"
52,50,180,43,365.712310803612,3299.38717786029,-329.487874321156,69.8364250672366,1200,15,378.227169364371,0.644938045667897,"T31s"
53,50,180,43,319.164842248764,1287.05867762399,-128.087585240159,51.6377309542602,1200,1,329.732365021765,0.627955348537455,"T31s"
54,50,180,43,649.39121592074,3053.16848399993,-305.049652781483,78.7717843578099,1200,19,671.844909935961,0.520008813834574,"T31s"
55,50,180,43,610.231485099641,2415.30789050022,-241.268772348326,71.2898019369762,1200,44,626.714047395108,0.508639715568098,"T31s"
56,50,180,43,938.446114850851,1882.0006077902,-188.13278826547,82.6837662038551,1200,36,966.782458176447,0.432158374672271,"T31s"
57,50,180,43,365.712310803612,3293.56880219515,-328.821945396441,68.212980784012,1200,5,379.792600096375,0.628330714412244,"T31s"
58,50,180,43,365.712310803612,3697.85928221884,-369.383184009618,62.0684087839039,1200,44,377.198030602694,0.599843862294495,"T31s"
59,50,180,43,319.164842248764,2608.55591825663,-260.245031909444,63.9124003809346,1200,1,327.895657565133,0.675070005498364,"T31s"
60,50,180,43,610.231485099641,2076.70929703152,-207.351551664028,69.316543193504,1200,15,629.467881236575,0.483438702301303,"T31s"
61,50,180,43,821.952810327012,2825.31362101508,-282.399933245747,87.8792133290605,1200,44,847.54114927894,0.460237184682714,"T31s"
62,50,180,43,649.39121592074,3443.63392033033,-344.135557293354,80.6865003683255,1200,44,676.788080773598,0.524583870107356,"T31s"
63,50,180,43,319.164842248764,2570.38400386657,-256.559455849072,63.7323498534761,1200,15,331.147539886617,0.661213232848491,"T31s"
64,50,180,43,649.39121592074,2973.18577755119,-297.061392103318,73.0991014091932,1200,24,669.823411242993,0.475703893908463,"T31s"
65,50,180,43,319.164842248764,3016.51024008815,-301.166803301915,59.9266000651651,1200,15,328.823572811767,0.634807766887601,"T31s"
66,50,180,43,907.250523463869,3141.06069954515,-313.96454601863,83.3622575644529,1200,15,934.470980874259,0.421024806582894,"T31s"
67,50,180,43,706.678233579259,3314.49315442829,-331.065557208806,84.6250864715383,1200,1,732.548197152605,0.493735484092768,"T31s"
68,50,180,43,365.712310803612,2762.59890802808,-275.859460256947,63.8806579535624,1200,44,375.356224718891,0.627773848034109,"T31s"
69,50,180,43,319.164842248764,2751.87555340512,-274.575084822841,60.2485157472435,1200,1,331.398384794089,0.6475726619451,"T31s"
70,50,180,43,365.712310803612,2883.27097987263,-287.871581054676,64.0553994074542,1200,15,377.481979727967,0.621856922505484,"T31s"
71,50,180,43,649.39121592074,3921.92101371382,-391.963467956859,85.8189564630883,1200,44,669.992462827765,0.539463157905786,"T31s"
72,50,180,43,610.231485099641,2608.61319908497,-260.562454874899,69.6591778676307,1200,18,631.560690085186,0.51596020409589,"T31s"
73,50,180,43,1077.36290095803,3042.34642163263,-304.114883180535,92.8688548517816,1200,5,1108.04082285528,0.414089795921252,"T31s"
74,50,180,43,319.164842248764,2545.5276037467,-254.07898833726,61.2855665581121,1200,16,332.432602148575,0.65645825376348,"T31s"
75,50,180,43,365.712310803612,3056.03611950332,-305.155041793545,66.2903100060453,1200,16,377.226821821319,0.628299171999711,"T31s"
76,50,180,43,319.164842248764,3395.32391451725,-339.055217523737,65.5012439226221,1200,15,329.959370432581,0.680012247335994,"T31s"
77,50,180,43,365.712310803612,2501.78719248646,-249.723230726597,62.3081365781577,1200,15,379.231959445832,0.617671238978525,"T31s"
78,50,180,43,319.164842248764,3239.82484403024,-323.53917516303,62.0760721287628,1200,24,329.69643082203,0.651958386574056,"T31s"
79,50,180,43,409.890707620146,2278.87329847389,-227.455773146523,62.3168338947895,1200,15,423.151052766917,0.598612851981343,"T31s"
80,50,180,43,365.712310803612,2020.36376139341,-201.634052861399,60.954205647828,1200,44,378.04434180138,0.602788914816798,"T31s"
81,50,180,43,649.39121592074,2988.37537141294,-298.415500128733,76.555470744249,1200,1,666.368858517195,0.527136645070933,"T31s"
82,50,180,43,319.164842248764,2564.69975702845,-255.985979268638,61.5723487159811,1200,15,328.860769167856,0.631345862878998,"T31s"
83,50,180,43,610.231485099641,2523.12077414515,-251.997684312093,72.3407728657186,1200,15,631.299716210096,0.512431803910857,"T31s"
84,50,180,43,409.890707620146,1943.7149255009,-193.856079581512,60.4437016492824,1200,5,423.808488453719,0.590529866154486,"T31s"
85,50,180,43,409.890707620146,4495.50840228847,-449.124213648427,75.831358874077,1200,15,421.523267979045,0.612440844481215,"T31s"
86,50,180,43,821.952810327012,3284.58182442165,-328.272212955471,85.9158312328434,1200,15,852.076791939562,0.452729085878227,"T31s"
87,50,180,43,319.164842248764,2017.8601682833,-201.30075137789,56.9430381672303,1200,15,328.146020906026,0.638291137268156,"T31s"
88,50,180,43,319.164842248764,2401.60846791168,-239.594540706834,60.8076793341834,1200,5,328.602794365224,0.640418944277163,"T31s"
89,50,180,43,365.712310803612,2988.66762743654,-298.416477210536,68.8169711098063,1200,15,378.722695897375,0.65100068111246,"T31s"
90,50,180,43,907.250523463869,3157.24995825338,-315.507655445816,86.3991133353616,1200,5,946.497583640052,0.410095981358029,"T31s"
91,50,180,43,319.164842248764,3708.55072873102,-370.246723349347,68.1480775791258,1200,1,329.929502918489,0.671091209946242,"T31s"
92,50,180,43,409.890707620146,2710.29378053878,-270.654978094018,64.9987363799197,1200,44,423.724366462909,0.599834299112366,"T31s"
93,50,180,43,610.231485099641,4415.15965513462,-441.07697936093,84.197638784947,1200,1,626.796850981958,0.564947866804251,"T31s"
94,50,180,43,409.890707620146,3646.73054449522,-364.246937891596,71.4186978812889,1200,15,422.392832482928,0.627134854078712,"T31s"
95,50,180,43,319.164842248764,2957.2824272691,-295.120677885355,65.7299729416743,1200,1,328.957082822793,0.692718498949727,"T31s"
96,50,180,43,610.231485099641,2382.72251196817,-237.959214754322,74.7204352584344,1200,15,628.1590919423,0.536540455603407,"T31s"
97,50,180,43,319.164842248764,2248.64388048241,-224.249450124439,58.6958757991573,1200,1,329.395498944455,0.639855748593685,"T31s"
98,50,180,43,319.164842248764,3104.60902892964,-309.980878944895,64.9766542396779,1200,15,328.491247828748,0.661896694128434,"T31s"
99,50,180,43,409.890707620146,2986.18213294621,-298.248995201558,72.1809903849675,1200,44,424.702845572276,0.621956360927749,"T31s"
100,50,180,43,610.231485099641,3320.76899710821,-331.68585823236,83.277177730001,1200,5,630.76219031943,0.540758463532377,"T31s"
101,50,180,43,319.164842248764,2890.48243193171,-288.438514567966,65.6590640512232,1200,1,328.413460446801,0.674514804109149,"T31s"
102,50,180,43,610.231485099641,5077.10806573766,-507.416881315615,82.0612155618285,1200,18,630.466521508558,0.530454118668352,"T31s"
103,50,180,43,409.890707620146,3552.61208920944,-354.837064530706,73.192717559927,1200,15,423.233921895711,0.635995547243052,"T31s"
104,50,180,43,319.164842248764,5154.15381795425,-514.806826316368,70.1085325430133,1200,1,330.242853095789,0.660653570713648,"T31s"
105,50,180,43,610.231485099641,4692.83730498295,-468.887322656921,79.9466148076421,1200,5,628.856066373654,0.509409204605666,"T31s"
106,50,180,43,821.952810327012,3059.41440220382,-305.677986720141,90.613909482687,1200,5,853.401065093094,0.482542033371571,"T31s"
107,50,180,43,319.164842248764,2086.11693488553,-208.001424288246,61.5302286958425,1200,1,330.393740586377,0.671223130893261,"T31s"
108,50,180,43,409.890707620146,4599.43612533776,-459.518072865656,72.9063808373733,1200,15,423.033223242792,0.624177804482283,"T31s"
109,50,180,43,319.164842248764,3366.07200902006,-336.046400042154,66.427966894864,1200,5,330.543886919797,0.665318705732091,"T31s"
110,50,180,43,409.890707620146,2681.82536725229,-267.668404986566,64.2533411743016,1200,5,422.564115920164,0.597963205314186,"T31s"
111,50,180,43,319.164842248764,2193.07053176774,-218.822602915099,56.6508561156958,1200,15,331.036385675662,0.63041481937954,"T31s"
112,50,180,43,319.164842248764,3208.11340582565,-320.247992476404,65.3080045560372,1200,5,329.265169010066,0.65110132049578,"T31s"
113,50,180,43,409.890707620146,2455.49843309402,-245.121443755518,66.6925408221686,1200,15,424.028037677392,0.610439897269573,"T31s"
114,50,180,43,409.890707620146,2401.24672600084,-239.614073235773,67.0755293685013,1200,5,424.194050433101,0.614291804780105,"T31s"
115,50,180,43,610.231485099641,3665.16743473855,-366.075971157517,82.1858697396947,1200,1,627.318805864999,0.550721802722091,"T31s"
116,50,180,43,821.952810327012,2755.28770910478,-275.212412704839,83.3407148656207,1200,1,855.51656209359,0.448673683431064,"T31s"
117,50,180,43,319.164842248764,2916.47346602204,-291.090373425997,68.156426422212,1200,5,332.867469397799,0.684165878197636,"T31s"
118,50,180,43,409.890707620146,3126.20852955357,-312.192687994507,69.8463630759096,1200,15,423.704045025105,0.604178925898329,"T31s"
119,50,180,43,319.164842248764,2649.61508501298,-264.35112259895,63.5454536854345,1200,1,331.65066478862,0.655945022080967,"T31s"
120,50,180,43,409.890707620146,5292.94897205108,-528.783544718697,70.637185807862,1200,5,423.97801627689,0.596159184795473,"T31s"
121,50,180,43,409.890707620146,4178.62769185374,-417.304000339037,72.3924841726969,1200,1,420.903310776871,0.617609915927821,"T31s"
122,50,180,43,409.890707620146,2965.71802178199,-296.200678144522,66.4418837187505,1200,44,425.663210192562,0.616378106689711,"T31s"
123,50,180,43,319.164842248764,3278.10302159339,-327.385148772913,64.1789268736492,1200,44,328.721915471341,0.653870678815661,"T31s"
124,50,180,43,319.164842248764,3362.83684869454,-335.674200161411,67.1335757344673,1200,1,329.349653821244,0.666531916929491,"T31s"
125,50,180,43,319.164842248764,4444.85896762358,-443.878286965622,69.2701591355898,1200,1,330.372190589112,0.672144163164925,"T31s"
126,50,180,43,319.164842248764,3099.93056113729,-309.513609711383,64.966530144143,1200,15,329.904226044116,0.659394261770513,"T31s"
127,50,180,43,409.890707620146,2160.49009298433,-215.534887353031,64.9228311169555,1200,5,424.490820459821,0.584495948668255,"T31s"
128,50,180,43,319.164842248764,2774.04518728777,-276.842549369275,63.3838469472111,1200,5,329.992013683811,0.667027088881143,"T31s"
129,50,180,43,319.164842248764,2525.40542897395,-252.060298377256,61.4619262579163,1200,15,330.962355797262,0.656870804138994,"T31s"
130,50,180,43,409.890707620146,2126.56745172532,-212.140959501054,59.9530616809393,1200,5,423.53202115047,0.590064581964957,"T31s"
131,50,180,43,319.164842248764,1539.66434540724,-153.479093423774,53.3654698609674,1200,15,330.224249011734,0.617234828640678,"T31s"
132,50,180,43,319.164842248764,4468.78590839765,-446.270101570852,69.7752160441081,1200,1,329.50521241082,0.666765790002191,"T31s"
133,50,180,43,319.164842248764,3720.95998867702,-371.512831689236,66.8185037645293,1200,3,331.512457932019,0.664271255936493,"T31s"
134,50,180,43,409.890707620146,2369.54191889435,-236.440023147314,61.1542174654783,1200,5,424.779127999832,0.594894100272306,"T31s"
135,50,180,43,409.890707620146,2989.78293423354,-298.55016560744,70.2135315584327,1200,15,421.776406239948,0.614665531996209,"T31s"
136,50,180,43,409.890707620146,3745.5931724191,-374.048624325131,69.7862906008534,1200,5,423.451752050203,0.608686870391772,"T31s"
137,50,180,43,610.231485099641,2171.14187554965,-216.793332102924,67.0301269147247,1200,15,628.913040449516,0.479549730072146,"T31s"
138,50,180,43,319.164842248764,2100.76927959415,-209.511171142118,59.4374943289206,1200,5,331.141772381316,0.635543733189929,"T31s"
139,50,180,43,319.164842248764,2161.87852849858,-215.622436544127,59.6448759723982,1200,5,330.559949018452,0.641680067078863,"T31s"
140,50,180,43,610.231485099641,4382.46402210769,-437.811901057568,89.0595444672595,1200,1,629.745290973621,0.576247743183943,"T31s"
141,50,180,43,409.890707620146,5656.02637732617,-565.184459028009,86.5833554888952,1200,15,425.017008489994,0.640528199114626,"T31s"
142,50,180,43,409.890707620146,3787.87593366026,-378.280258295182,73.3969562710198,1200,5,425.382026156958,0.618875223953016,"T31s"
143,50,180,43,319.164842248764,2308.46295530331,-230.230415349405,56.376165017591,1200,1,329.795247721544,0.635814083234476,"T31s"
144,50,180,43,319.164842248764,2444.82989358868,-244.00028022945,59.5878621713691,1200,15,330.197002953845,0.642973667184604,"T31s"
145,50,180,43,319.164842248764,2629.64062295436,-262.398308181471,59.9514668282862,1200,5,331.285253570601,0.633013517850881,"T31s"
146,50,180,43,610.231485099641,2546.11251422181,-254.295891488266,73.6319354972044,1200,15,626.932291349162,0.524150348013179,"T31s"
147,50,180,43,319.164842248764,4466.94085214007,-446.135638060156,71.05484716829,1200,5,330.322715181458,0.674733841717762,"T31s"
148,50,180,43,319.164842248764,5609.25741573165,-560.317160879048,70.3317474297061,1200,1,328.133372178522,0.672066081769539,"T31s"
149,50,180,43,610.231485099641,3616.13638773873,-361.22011979761,81.1573437145247,1200,5,629.333812714997,0.531451820088716,"T31s"
150,50,180,43,319.164842248764,2084.09415238428,-207.794518048007,57.7446478630375,1200,1,329.474280372464,0.642970422018369,"T31s"
151,50,180,43,409.890707620146,3215.63583247796,-321.054857491712,72.5701195498762,1200,5,424.473461123446,0.613068994146436,"T31s"
152,50,180,43,409.890707620146,2229.83445796503,-222.467228476907,61.884311092454,1200,5,421.293173841987,0.592480292790652,"T31s"
153,50,180,43,319.164842248764,2506.00997843154,-250.120652674718,63.7592935278764,1200,15,329.540334797689,0.656571259672317,"T31s"
154,50,180,43,409.890707620146,2126.7823482378,-212.116280263431,65.0265714791646,1200,1,420.119046861535,0.614919135266044,"T31s"
155,50,180,43,319.164842248764,4035.30064738517,-402.919694235577,65.5577865393939,1200,1,328.979238882395,0.665105510014177,"T31s"
156,50,180,43,409.890707620146,6500.30097428821,-649.471315658378,74.4940945135328,1200,1,420.232567344932,0.614420856655971,"T31s"
157,50,180,43,319.164842248764,3323.01425723193,-331.689106105055,63.651522811682,1200,1,328.596569775446,0.65421956520101,"T31s"
158,50,180,43,319.164842248764,3816.45149158953,-381.088476582808,72.6131397915881,1200,5,329.646380578466,0.691263748880179,"T31s"
159,50,180,43,610.231485099641,3014.53494792881,-301.138559031049,74.6548798213256,1200,15,628.958266168822,0.513064755491395,"T31s"
160,50,180,43,610.231485099641,2046.91446182062,-204.243491185342,69.1074977073693,1200,1,627.30803844207,0.522552910127054,"T31s"
161,50,180,43,409.890707620146,3122.09310654211,-311.647696210609,65.156251576714,1200,1,422.425701236174,0.604319480591815,"T31s"
162,50,180,43,409.890707620146,6830.16261435276,-682.593947798308,77.5799728933027,1200,15,424.714265545957,0.630970991679594,"T31s"
163,50,180,43,319.164842248764,2402.76667446445,-239.663010831043,58.7334730947075,1200,1,328.777129880276,0.656180973350671,"T31s"
164,50,180,43,319.164842248764,1439.57586099591,-143.33814324967,50.3675710289299,1200,1,329.815530131404,0.620096731617978,"T31s"
165,50,180,43,610.231485099641,2256.02429671349,-225.205505635838,74.4443161209947,1200,5,627.817480922209,0.528697585046922,"T31s"
166,50,180,43,319.164842248764,2283.57339966937,-227.74319669652,59.5881224241277,1200,1,330.434337072465,0.638717314504848,"T31s"
167,50,180,43,319.164842248764,2921.91792988311,-291.628157310744,62.472278724233,1200,5,330.130853646352,0.652585763303251,"T31s"
168,50,180,43,409.890707620146,1925.75175434717,-192.152754363248,59.9481113456026,1200,17,423.801482325856,0.583960473674236,"T31s"
169,50,180,43,610.231485099641,2786.49278373605,-278.336188630078,76.7402149758047,1200,15,628.078360856909,0.529749734965622,"T31s"
170,50,180,43,409.890707620146,2566.45068455319,-256.084942437604,67.0388422981493,1200,1,422.810589427566,0.610664388870794,"T31s"
171,50,180,43,610.231485099641,5383.1482073313,-537.875248618314,86.1016726933912,1200,1,628.438081124917,0.543087169313171,"T31s"
172,50,180,43,409.890707620146,2290.82662281946,-228.516607025335,60.8648404242946,1200,1,422.649811713634,0.572897757418309,"T31s"
173,50,180,43,319.164842248764,2294.30704050976,-228.819857483443,61.6423446603414,1200,1,330.179132191383,0.666338141070466,"T31s"
174,50,180,43,409.890707620146,2554.39114008812,-254.924940285248,62.5238123052816,1200,5,424.042515583444,0.594611983920491,"T31s"
175,50,180,43,610.231485099641,3588.72841389472,-358.477377051507,79.8959901727642,1200,5,629.970019688963,0.512460320919361,"T31s"
176,50,180,43,409.890707620146,2595.2167846933,-259.006540140937,60.7233067830468,1200,5,424.106636327523,0.590590439867415,"T31s"
177,50,180,43,319.164842248764,4135.39364275899,-412.976374038891,66.2444658251467,1200,5,332.052858612023,0.635160300328968,"T31s"
178,50,180,43,610.231485099641,1715.31486190033,-171.213382365767,67.0768608790012,1200,15,628.52345575632,0.509201902610748,"T31s"
179,50,180,43,319.164842248764,3389.11902934974,-338.301128830835,65.1231279646058,1200,1,331.339848914899,0.64863241856676,"T31s"
180,50,180,43,319.164842248764,2317.44645617358,-231.180936473749,60.9380050551744,1200,5,330.591032502486,0.654258413999181,"T31s"
